severity	updateDate	comments	line	author	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MAJOR	2019-10-28T14:09:44+0000		10.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_DlkMvoHfz8J1bH	166248a6129a1e4370d20adc2d4c23f3	OPEN
MINOR	2019-10-28T14:09:44+0000		92.0		false	Web:TableWithoutCaptionCheck	com.mycompany:CupCake	5min	Add a description to this table.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=92.0, endLine=92.0, startOffset=7.0, endOffset=80.0}	5min	AW4Ss_DlkMvoHfz8J1bI	63da76c1a7f6ebbba6b4d9b1b389383e	OPEN
MAJOR	2019-10-28T14:09:44+0000		95.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=95.0, endLine=95.0, startOffset=10.0, endOffset=14.0}	-	AW4Ss_DlkMvoHfz8J1bJ	b0af34689b83ed85b9e5d9fee83aa590	OPEN
MAJOR	2019-10-28T14:09:44+0000		96.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=96.0, endLine=96.0, startOffset=10.0, endOffset=14.0}	-	AW4Ss_DlkMvoHfz8J1bK	577c5257c707c2f7a90c0cee2c39e4bd	OPEN
MAJOR	2019-10-28T14:09:44+0000		97.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=97.0, endLine=97.0, startOffset=10.0, endOffset=14.0}	-	AW4Ss_DlkMvoHfz8J1bL	1ec64826f21add0d3f975a94249b1399	OPEN
MAJOR	2019-10-28T14:09:44+0000		98.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/nav.jsp		default-organization	{startLine=98.0, endLine=98.0, startOffset=10.0, endOffset=14.0}	-	AW4Ss_DlkMvoHfz8J1bM	cf4eaea131427d7f58d276e3a6ce9c68	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_EYkMvoHfz8J1bX	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_EYkMvoHfz8J1bY	166248a6129a1e4370d20adc2d4c23f3	OPEN
MINOR	2019-10-28T14:09:44+0000		26.0		false	Web:TableWithoutCaptionCheck	com.mycompany:CupCake	5min	Add a description to this table.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=26.0, endLine=26.0, startOffset=8.0, endOffset=80.0}	5min	AW4Ss_EYkMvoHfz8J1bZ	63da76c1a7f6ebbba6b4d9b1b389383e	OPEN
MAJOR	2019-10-28T14:09:44+0000		29.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=29.0, endLine=29.0, startOffset=20.0, endOffset=24.0}	-	AW4Ss_EYkMvoHfz8J1ba	de31c198f2e897b4a8983dc29ade00d2	OPEN
MAJOR	2019-10-28T14:09:44+0000		30.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=30.0, endLine=30.0, startOffset=20.0, endOffset=24.0}	-	AW4Ss_EYkMvoHfz8J1bb	e04560f5f0efd76e0b3e62196e71dde3	OPEN
MAJOR	2019-10-28T14:09:44+0000		31.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=31.0, endLine=31.0, startOffset=20.0, endOffset=24.0}	-	AW4Ss_EYkMvoHfz8J1bc	cf4eaea131427d7f58d276e3a6ce9c68	OPEN
MAJOR	2019-10-28T14:09:44+0000		32.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=32.0, endLine=32.0, startOffset=20.0, endOffset=24.0}	-	AW4Ss_EYkMvoHfz8J1bd	362ecdaa7f010626a365210a297df5c3	OPEN
INFO	2019-10-28T14:09:44+0000		51.0		false	Web:S1135	com.mycompany:CupCake	-	"Complete the task associated to this ""TODO"" comment."	2019-10-28T14:09:44+0000	CODE_SMELL	"cwe / "	com.mycompany:CupCake:src/main/webapp/jsp/shop/mainShop.jsp		default-organization	{startLine=51.0, endLine=51.0, startOffset=0.0, endOffset=43.0}	-	AW4Ss_EYkMvoHfz8J1be	d5a6323969df4eaec4d88c4d895fb059	OPEN
MAJOR	2019-10-28T14:09:44+0000		10.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/user/createUser.jsp		default-organization	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_C0kMvoHfz8J1a3	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		10.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/createUser.jsp		default-organization	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_C0kMvoHfz8J1a4	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/user/editUser.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_DGkMvoHfz8J1a7	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/editUser.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_DHkMvoHfz8J1a8	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/user/login.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_DbkMvoHfz8J1bE	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		9.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/login.jsp		default-organization	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_DbkMvoHfz8J1bF	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		10.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/user/loginForm.jsp		default-organization	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_C9kMvoHfz8J1a5	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		10.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/loginForm.jsp		default-organization	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_C9kMvoHfz8J1a6	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		7.0		false	Web:S5254	com.mycompany:CupCake	-	"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=6.0}	-	AW4Ss_DQkMvoHfz8J1a-	166248a6129a1e4370d20adc2d4c23f3	OPEN
MAJOR	2019-10-28T14:09:44+0000		7.0		false	Web:DoctypePresenceCheck	com.mycompany:CupCake	5min	Insert a <!DOCTYPE> declaration to before this <html> tag.	2019-10-28T14:09:44+0000	BUG	"user-experience / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=6.0}	5min	AW4Ss_DQkMvoHfz8J1a9	166248a6129a1e4370d20adc2d4c23f3	OPEN
MINOR	2019-10-28T14:09:44+0000		29.0		false	Web:TableWithoutCaptionCheck	com.mycompany:CupCake	5min	Add a description to this table.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=29.0, endLine=29.0, startOffset=6.0, endOffset=79.0}	5min	AW4Ss_DQkMvoHfz8J1a_	63da76c1a7f6ebbba6b4d9b1b389383e	OPEN
MAJOR	2019-10-28T14:09:44+0000		32.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=32.0, endLine=32.0, startOffset=9.0, endOffset=13.0}	-	AW4Ss_DQkMvoHfz8J1bA	2b6906cfc67d84ed805c5f21267a5d47	OPEN
MAJOR	2019-10-28T14:09:44+0000		33.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=33.0, endLine=33.0, startOffset=9.0, endOffset=13.0}	-	AW4Ss_DQkMvoHfz8J1bB	29fa4c6bbd741289967c5d68c0c0946e	OPEN
MAJOR	2019-10-28T14:09:44+0000		34.0		false	Web:TableHeaderHasIdOrScopeCheck	com.mycompany:CupCake	-	Add either an 'id' or a 'scope' attribute to this <th> tag.	2019-10-28T14:09:44+0000	BUG	"accessibility / wcag2-a / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=34.0, endLine=34.0, startOffset=9.0, endOffset=13.0}	-	AW4Ss_DQkMvoHfz8J1bC	5e97518c8327fda957516004b3f282d9	OPEN
INFO	2019-10-28T14:09:44+0000		46.0		false	Web:S1135	com.mycompany:CupCake	-	"Complete the task associated to this ""TODO"" comment."	2019-10-28T14:09:44+0000	CODE_SMELL	"cwe / "	com.mycompany:CupCake:src/main/webapp/jsp/user/showUser.jsp		default-organization	{startLine=46.0, endLine=46.0, startOffset=0.0, endOffset=35.0}	-	AW4Ss_DQkMvoHfz8J1bD	d5a6323969df4eaec4d88c4d895fb059	OPEN
BLOCKER	2019-10-28T14:09:44+0000		30.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/logic/BottomTest.java		default-organization	{startLine=30.0, endLine=30.0, startOffset=16.0, endOffset=28.0}	10min	AW4Ss_GTkMvoHfz8J1bq	d68e2d9239e7ce5a11b92dc6464598c2	OPEN
BLOCKER	2019-10-28T14:09:44+0000		145.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/OrderMapperTest.java		default-organization	{startLine=145.0, endLine=145.0, startOffset=16.0, endOffset=27.0}	10min	AW4Ss_FjkMvoHfz8J1bj	4ac00687805dac4a52a6ccc93792d71b	OPEN
BLOCKER	2019-10-28T14:09:44+0000		149.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/OrderMapperTest.java		default-organization	{startLine=149.0, endLine=149.0, startOffset=16.0, endOffset=27.0}	10min	AW4Ss_FjkMvoHfz8J1bk	3d1791839edf5ac2bfbe683de11f88ce	OPEN
BLOCKER	2019-10-28T14:09:44+0000		181.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/StorageFacadeTest.java		default-organization	{startLine=181.0, endLine=181.0, startOffset=16.0, endOffset=26.0}	10min	AW4Ss_FtkMvoHfz8J1bl	46e8db0edea55abe3429fae7e76eaabb	OPEN
BLOCKER	2019-10-28T14:09:44+0000		191.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/StorageFacadeTest.java		default-organization	{startLine=191.0, endLine=191.0, startOffset=16.0, endOffset=26.0}	10min	AW4Ss_FtkMvoHfz8J1bm	d4b12c877fe7c323184d3779af637d1c	OPEN
BLOCKER	2019-10-28T14:09:44+0000		214.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/StorageFacadeTest.java		default-organization	{startLine=214.0, endLine=214.0, startOffset=16.0, endOffset=28.0}	10min	AW4Ss_FtkMvoHfz8J1bn	352254de6f6f60754bc4e55de65a5bb6	OPEN
BLOCKER	2019-10-28T14:09:44+0000		258.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/StorageFacadeTest.java		default-organization	{startLine=258.0, endLine=258.0, startOffset=16.0, endOffset=29.0}	10min	AW4Ss_FtkMvoHfz8J1bo	e233a78ae12bca67e471b5a5deffc767	OPEN
BLOCKER	2019-10-28T14:09:44+0000		143.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/UserMapperTest.java		default-organization	{startLine=143.0, endLine=143.0, startOffset=16.0, endOffset=32.0}	10min	AW4Ss_FXkMvoHfz8J1bh	ab47bae1318a100c1d8bf41ee31b8b4b	OPEN
BLOCKER	2019-10-28T14:09:44+0000		195.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/persistence/UserMapperTest.java		default-organization	{startLine=195.0, endLine=195.0, startOffset=16.0, endOffset=32.0}	10min	AW4Ss_FXkMvoHfz8J1bi	f7bdcc641d47030595f426e6a6bb2245	OPEN
BLOCKER	2019-10-28T14:09:44+0000		35.0		false	squid:S2699	com.mycompany:CupCake	10min	Add at least one assertion to this test case.	2019-10-28T14:09:44+0000	CODE_SMELL	"tests / "	com.mycompany:CupCake:src/test/java/seleniumTests/navigationTests.java		default-organization	{startLine=35.0, endLine=35.0, startOffset=16.0, endOffset=73.0}	10min	AW4Ss_GBkMvoHfz8J1bp	fa3ceb428f343b99e597fb2ea8ac17a8	OPEN
